ticker,market_date,marketAsOf,coreScore,coreScoreDisplay,label,historicalTriggerRate,rank,dataStatus,coreScoreVersion,weeklyJRaw,weeklyJScore,weeklyJContribution,dd52Raw,dd52Score,dd52Contribution,crashRaw,crashScore,crashContribution
00757,2026-08-13,2026-08-13T13:30:00+08:00,3.3,3,一般持有,,4,ETF_NATIVE_HISTORY,FINAL_CORE_WEIGHT_V1,92.60462,0,0,-1.756235,6,3.3,-1.68717,0,0
