baseline_mae_median,baseline_mean,baseline_median,baseline_mfe_median,baseline_n,baseline_win_rate,best_event,candidate,drawdown_threshold,events_n,horizon_days,mae_median,mean,mean_minus_baseline,median,median_minus_baseline,mfe_median,oos_year,p25,p75,signal_events,velocity_threshold,win_rate,worst_event
-1.584108,-0.267221,0.108953,1.570939,245,51.836735,"('A-2018-04', '2018-10-25', 7.086557)",A,,6,5,-0.280257,0.511159,0.77838,2.151477,2.042524,4.519182,2018,-1.315208,5.779914,6,1.170648,66.666667,"('A-2018-03', '2018-10-05', -12.841183)"
-2.66648,-0.484342,-0.165304,2.443014,245,49.387755,"('A-2018-04', '2018-10-25', 8.965332)",A,,6,10,-0.280257,3.062965,3.547307,6.273424,6.438728,6.273424,2018,2.034301,7.310028,6,1.170648,83.333333,"('A-2018-03', '2018-10-05', -11.411214)"
-4.61341,-1.075351,-0.413369,4.234324,245,46.122449,"('A-2018-01', '2018-02-06', 13.482226)",A,,6,20,-1.264969,4.186884,5.262235,6.282967,6.696336,8.985272,2018,2.607429,10.422577,6,1.170648,83.333333,"('A-2018-03', '2018-10-05', -14.111555)"
-7.052284,-1.211126,1.025754,5.98013,245,54.285714,"('A-2018-06', '2018-12-26', 17.155718)",A,,6,40,-1.264969,5.646742,6.857868,7.031868,6.006114,13.426652,2018,3.818959,8.424208,6,1.170648,83.333333,"('A-2018-03', '2018-10-05', -8.975315)"
-8.346936,-0.852481,1.659746,7.146573,245,54.693878,"('A-2018-06', '2018-12-26', 29.506102)",A,,6,60,-2.583229,10.011615,10.864096,11.789213,10.129467,15.09282,2018,7.798899,17.830277,6,1.170648,83.333333,"('A-2018-03', '2018-10-05', -19.327594)"
-1.584108,-0.267221,0.108953,1.570939,245,51.836735,"('B-2018-01', '2018-02-06', 6.488047)",B,,2,5,0.0,5.724144,5.991365,5.724144,5.615191,6.608659,2018,5.342192,6.106095,2,0.877745,100.0,"('B-2018-02', '2018-10-11', 4.96024)"
-2.66648,-0.484342,-0.165304,2.443014,245,49.387755,"('B-2018-01', '2018-02-06', 7.500311)",B,,2,10,-2.069663,1.680493,2.164835,1.680493,1.845797,7.769554,2018,-1.229417,4.590402,2,0.877745,50.0,"('B-2018-02', '2018-10-11', -4.139326)"
-4.61341,-1.075351,-0.413369,4.234324,245,46.122449,"('B-2018-01', '2018-02-06', 13.482226)",B,,2,20,-2.338319,8.968564,10.043915,8.968564,9.381933,10.894412,2018,6.711733,11.225395,2,0.877745,100.0,"('B-2018-02', '2018-10-11', 4.454902)"
-7.052284,-1.211126,1.025754,5.98013,245,54.285714,"('B-2018-01', '2018-02-06', 7.589359)",B,,2,40,-2.338319,3.020337,4.231463,3.020337,1.994583,11.842529,2018,0.735826,5.304848,2,0.877745,50.0,"('B-2018-02', '2018-10-11', -1.548685)"
-8.346936,-0.852481,1.659746,7.146573,245,54.693878,"('B-2018-01', '2018-02-06', 8.452337)",B,,2,60,-3.602013,2.677831,3.530312,2.677831,1.018085,11.842529,2018,-0.209422,5.565084,2,0.877745,50.0,"('B-2018-02', '2018-10-11', -3.096675)"
-1.584108,-0.267221,0.108953,1.570939,245,51.836735,"('C-2018-04', '2018-10-25', 7.086557)",C,,5,5,0.0,1.484385,1.751606,3.655516,3.546563,4.432028,2018,0.647438,6.488047,5,1.606178,80.0,"('C-2018-03', '2018-10-08', -10.455631)"
-2.66648,-0.484342,-0.165304,2.443014,245,49.387755,"('C-2018-04', '2018-10-25', 8.965332)",C,,5,10,0.0,2.029568,2.51391,6.73918,6.904484,6.73918,2018,0.776512,7.500311,5,1.606178,80.0,"('C-2018-03', '2018-10-08', -13.833496)"
-4.61341,-1.075351,-0.413369,4.234324,245,46.122449,"('C-2018-01', '2018-02-06', 13.482226)",C,,5,20,-0.560515,2.847531,3.922882,4.120108,4.533477,8.965332,2018,2.103203,8.445826,5,1.606178,80.0,"('C-2018-03', '2018-10-08', -13.91371)"
-7.052284,-1.211126,1.025754,5.98013,245,54.285714,"('C-2018-05', '2018-12-10', 8.702491)",C,,5,40,-0.560515,3.247297,4.458423,6.474378,5.448624,13.316027,2018,2.933819,7.589359,5,1.606178,80.0,"('C-2018-03', '2018-10-08', -9.463564)"
-8.346936,-0.852481,1.659746,7.146573,245,54.693878,"('C-2018-05', '2018-12-10', 18.731673)",C,,5,60,-3.197036,6.085465,6.937946,8.452337,6.792591,15.059551,2018,7.581086,15.126089,5,1.606178,80.0,"('C-2018-03', '2018-10-08', -19.463859)"
-1.584108,-0.267221,0.108953,1.570939,245,51.836735,"('D-2018-04', '2018-10-25', 7.086557)",D,-5.311236,6,5,-0.280257,0.511159,0.77838,2.151477,2.042524,4.519182,2018,-1.315208,5.779914,6,1.170648,66.666667,"('D-2018-03', '2018-10-05', -12.841183)"
-2.66648,-0.484342,-0.165304,2.443014,245,49.387755,"('D-2018-04', '2018-10-25', 8.965332)",D,-5.311236,6,10,-0.280257,3.062965,3.547307,6.273424,6.438728,6.273424,2018,2.034301,7.310028,6,1.170648,83.333333,"('D-2018-03', '2018-10-05', -11.411214)"
-4.61341,-1.075351,-0.413369,4.234324,245,46.122449,"('D-2018-01', '2018-02-06', 13.482226)",D,-5.311236,6,20,-1.264969,4.186884,5.262235,6.282967,6.696336,8.985272,2018,2.607429,10.422577,6,1.170648,83.333333,"('D-2018-03', '2018-10-05', -14.111555)"
-7.052284,-1.211126,1.025754,5.98013,245,54.285714,"('D-2018-06', '2018-12-26', 17.155718)",D,-5.311236,6,40,-1.264969,5.646742,6.857868,7.031868,6.006114,13.426652,2018,3.818959,8.424208,6,1.170648,83.333333,"('D-2018-03', '2018-10-05', -8.975315)"
-8.346936,-0.852481,1.659746,7.146573,245,54.693878,"('D-2018-06', '2018-12-26', 29.506102)",D,-5.311236,6,60,-2.583229,10.011615,10.864096,11.789213,10.129467,15.09282,2018,7.798899,17.830277,6,1.170648,83.333333,"('D-2018-03', '2018-10-05', -19.327594)"
-0.585187,1.223152,1.656935,2.080874,241,68.46473,"('A-2019-02', '2019-08-05', -0.546564)",A,,2,5,-1.778876,-1.208163,-2.431315,-1.208163,-2.865098,1.063754,2019,-1.538963,-0.877364,2,1.357523,0.0,"('A-2019-01', '2019-05-14', -1.869763)"
-0.870094,2.414199,3.006771,3.809752,241,78.008299,"('A-2019-02', '2019-08-05', 2.343808)",A,,2,10,-3.267659,-1.352158,-3.766357,-1.352158,-4.358929,1.532401,2019,-3.200142,0.495825,2,1.357523,50.0,"('A-2019-01', '2019-05-14', -5.048125)"
-1.199842,4.447455,6.81567,7.868262,241,76.348548,"('A-2019-02', '2019-08-05', 3.437509)",A,,2,20,-3.601713,1.731975,-2.71548,1.731975,-5.083695,2.75644,2019,0.879209,2.584742,2,1.357523,100.0,"('A-2019-01', '2019-05-14', 0.026442)"
-2.017334,7.70977,9.340576,12.984022,241,76.348548,"('A-2019-02', '2019-08-05', 11.458363)",A,,2,40,-3.601713,9.054445,1.344675,9.054445,-0.286131,10.41984,2019,7.852486,10.256404,2,1.357523,100.0,"('A-2019-01', '2019-05-14', 6.650527)"
-2.366754,8.094785,8.392753,14.205923,241,85.477178,"('A-2019-02', '2019-08-05', 29.583775)",A,,2,60,-3.601713,15.64656,7.551775,15.64656,7.253807,20.57452,2019,8.677953,22.615168,2,1.357523,100.0,"('A-2019-01', '2019-05-14', 1.709346)"
-0.585187,1.223152,1.656935,2.080874,241,68.46473,"('B-2019-01', '2019-05-17', -2.223565)",B,,1,5,-2.525597,-2.223565,-3.446717,-2.223565,-3.8805,0.878915,2019,-2.223565,-2.223565,1,0.931605,0.0,"('B-2019-01', '2019-05-17', -2.223565)"
-0.870094,2.414199,3.006771,3.809752,241,78.008299,"('B-2019-01', '2019-05-17', 0.192697)",B,,1,10,-3.21242,0.192697,-2.221502,0.192697,-2.814074,0.878915,2019,0.192697,0.192697,1,0.931605,100.0,"('B-2019-01', '2019-05-17', 0.192697)"
-1.199842,4.447455,6.81567,7.868262,241,76.348548,"('B-2019-01', '2019-05-17', 1.64789)",B,,1,20,-3.21242,1.64789,-2.799565,1.64789,-5.16778,2.828234,2019,1.64789,1.64789,1,0.931605,100.0,"('B-2019-01', '2019-05-17', 1.64789)"
-2.017334,7.70977,9.340576,12.984022,241,76.348548,"('B-2019-01', '2019-05-17', 11.944184)",B,,1,40,-3.21242,11.944184,4.234414,11.944184,2.603608,11.944184,2019,11.944184,11.944184,1,0.931605,100.0,"('B-2019-01', '2019-05-17', 11.944184)"
-2.366754,8.094785,8.392753,14.205923,241,85.477178,"('B-2019-01', '2019-05-17', 4.86031)",B,,1,60,-3.21242,4.86031,-3.234475,4.86031,-3.532443,14.690265,2019,4.86031,4.86031,1,0.931605,100.0,"('B-2019-01', '2019-05-17', 4.86031)"
-0.585187,1.223152,1.656935,2.080874,241,68.46473,,C,,0,5,,,,,,,2019,,,0,1.902797,,
-0.870094,2.414199,3.006771,3.809752,241,78.008299,,C,,0,10,,,,,,,2019,,,0,1.902797,,
-1.199842,4.447455,6.81567,7.868262,241,76.348548,,C,,0,20,,,,,,,2019,,,0,1.902797,,
-2.017334,7.70977,9.340576,12.984022,241,76.348548,,C,,0,40,,,,,,,2019,,,0,1.902797,,
-2.366754,8.094785,8.392753,14.205923,241,85.477178,,C,,0,60,,,,,,,2019,,,0,1.902797,,
-0.585187,1.223152,1.656935,2.080874,241,68.46473,"('D-2019-02', '2019-08-05', -0.546564)",D,-6.025851,2,5,-1.778876,-1.208163,-2.431315,-1.208163,-2.865098,1.063754,2019,-1.538963,-0.877364,2,1.357523,0.0,"('D-2019-01', '2019-05-14', -1.869763)"
-0.870094,2.414199,3.006771,3.809752,241,78.008299,"('D-2019-02', '2019-08-05', 2.343808)",D,-6.025851,2,10,-3.267659,-1.352158,-3.766357,-1.352158,-4.358929,1.532401,2019,-3.200142,0.495825,2,1.357523,50.0,"('D-2019-01', '2019-05-14', -5.048125)"
-1.199842,4.447455,6.81567,7.868262,241,76.348548,"('D-2019-02', '2019-08-05', 3.437509)",D,-6.025851,2,20,-3.601713,1.731975,-2.71548,1.731975,-5.083695,2.75644,2019,0.879209,2.584742,2,1.357523,100.0,"('D-2019-01', '2019-05-14', 0.026442)"
-2.017334,7.70977,9.340576,12.984022,241,76.348548,"('D-2019-02', '2019-08-05', 11.458363)",D,-6.025851,2,40,-3.601713,9.054445,1.344675,9.054445,-0.286131,10.41984,2019,7.852486,10.256404,2,1.357523,100.0,"('D-2019-01', '2019-05-14', 6.650527)"
-2.366754,8.094785,8.392753,14.205923,241,85.477178,"('D-2019-02', '2019-08-05', 29.583775)",D,-6.025851,2,60,-3.601713,15.64656,7.551775,15.64656,7.253807,20.57452,2019,8.677953,22.615168,2,1.357523,100.0,"('D-2019-01', '2019-05-14', 1.709346)"
-1.083763,1.461522,2.049039,3.11544,245,65.306122,"('A-2020-04', '2020-08-20', 7.825406)",A,,5,5,-0.704457,-2.001379,-3.462901,5.901781,3.852742,5.901781,2020,-0.253703,5.906948,5,1.275349,60.0,"('A-2020-03', '2020-03-11', -29.387325)"
-1.765243,3.109777,3.74997,5.793012,245,70.612245,"('A-2020-05', '2020-09-24', 12.801334)",A,,5,10,-0.704457,-3.378258,-6.488035,6.632379,2.882409,6.632379,2020,-20.355371,7.08422,5,1.275349,60.0,"('A-2020-03', '2020-03-11', -23.05385)"
-2.598351,6.833053,9.338909,11.464116,245,73.877551,"('A-2020-05', '2020-09-24', 11.720902)",A,,5,20,-2.051815,-4.378011,-11.211064,-2.051815,-11.390724,7.461312,2020,-13.035812,9.555324,5,1.275349,40.0,"('A-2020-02', '2020-02-27', -28.078653)"
-2.694542,15.185975,23.059837,26.721165,245,78.77551,"('A-2020-05', '2020-09-24', 30.507043)",A,,5,40,-39.198638,0.599155,-14.58682,3.339515,-19.720322,7.461312,2020,-11.510674,10.214237,5,1.275349,60.0,"('A-2020-01', '2020-01-30', -29.554346)"
-2.694542,26.823805,32.501395,36.591799,245,83.265306,"('A-2020-05', '2020-09-24', 37.905117)",A,,5,60,-39.198638,11.986272,-14.837533,15.03871,-17.462685,15.03871,2020,-5.056839,25.370684,5,1.275349,60.0,"('A-2020-01', '2020-01-30', -13.326312)"
-1.083763,1.461522,2.049039,3.11544,245,65.306122,"('B-2020-01', '2020-02-03', 3.840237)",B,,3,5,-4.333596,-7.481748,-8.94327,-4.333596,-6.382635,5.476762,2020,-13.142741,-0.246679,3,0.887411,33.333333,"('B-2020-03', '2020-03-09', -21.951885)"
-1.765243,3.109777,3.74997,5.793012,245,70.612245,"('B-2020-01', '2020-02-03', 7.388887)",B,,3,10,-25.334175,-18.092082,-21.201859,-25.334175,-29.084145,5.476762,2020,-30.832566,-8.972644,3,0.887411,33.333333,"('B-2020-03', '2020-03-09', -36.330957)"
-2.598351,6.833053,9.338909,11.464116,245,73.877551,"('B-2020-01', '2020-02-03', -0.876601)",B,,3,20,-40.500392,-14.318454,-21.151507,-14.73954,-24.078449,5.476762,2020,-21.039381,-7.80807,3,0.887411,0.0,"('B-2020-02', '2020-03-02', -27.339222)"
-2.694542,15.185975,23.059837,26.721165,245,78.77551,"('B-2020-03', '2020-03-09', -1.690285)",B,,3,40,-43.078864,-12.740916,-27.926891,-7.373659,-30.433496,5.476762,2020,-18.266231,-4.531972,3,0.887411,0.0,"('B-2020-01', '2020-02-03', -29.158803)"
-2.694542,26.823805,32.501395,36.591799,245,83.265306,"('B-2020-03', '2020-03-09', 8.519352)",B,,3,60,-43.078864,-0.888319,-27.712124,-4.463091,-36.964486,8.223701,2020,-5.592155,2.02813,3,0.887411,33.333333,"('B-2020-01', '2020-02-03', -6.721219)"
-1.083763,1.461522,2.049039,3.11544,245,65.306122,"('C-2020-01', '2020-01-30', 5.906948)",C,,3,5,-0.704457,-5.859532,-7.321054,5.901781,3.852742,5.901781,2020,-11.742772,5.904364,3,1.803951,66.666667,"('C-2020-02', '2020-03-11', -29.387325)"
-1.765243,3.109777,3.74997,5.793012,245,70.612245,"('C-2020-03', '2020-09-24', 12.801334)",C,,3,10,-0.704457,-1.206712,-4.316489,6.632379,2.882409,6.632379,2020,-8.210736,9.716857,3,1.803951,66.666667,"('C-2020-02', '2020-03-11', -23.05385)"
-2.598351,6.833053,9.338909,11.464116,245,73.877551,"('C-2020-03', '2020-09-24', 11.720902)",C,,3,20,-2.051815,-1.122242,-7.955295,-2.051815,-11.390724,7.461312,2020,-7.543813,4.834544,3,1.803951,33.333333,"('C-2020-02', '2020-03-11', -13.035812)"
-2.694542,15.185975,23.059837,26.721165,245,78.77551,"('C-2020-03', '2020-09-24', 30.507043)",C,,3,40,-39.198638,1.430737,-13.755238,3.339515,-19.720322,7.461312,2020,-13.107415,16.923279,3,1.803951,66.666667,"('C-2020-01', '2020-01-30', -29.554346)"
-2.694542,26.823805,32.501395,36.591799,245,83.265306,"('C-2020-03', '2020-09-24', 37.905117)",C,,3,60,-39.198638,13.205838,-13.617967,15.03871,-17.462685,15.03871,2020,0.856199,26.471913,3,1.803951,66.666667,"('C-2020-01', '2020-01-30', -13.326312)"
-1.083763,1.461522,2.049039,3.11544,245,65.306122,"('D-2020-04', '2020-08-20', 7.825406)",D,-5.86476,5,5,-0.704457,-2.001379,-3.462901,5.901781,3.852742,5.901781,2020,-0.253703,5.906948,5,1.275349,60.0,"('D-2020-03', '2020-03-11', -29.387325)"
-1.765243,3.109777,3.74997,5.793012,245,70.612245,"('D-2020-05', '2020-09-24', 12.801334)",D,-5.86476,5,10,-0.704457,-3.378258,-6.488035,6.632379,2.882409,6.632379,2020,-20.355371,7.08422,5,1.275349,60.0,"('D-2020-03', '2020-03-11', -23.05385)"
-2.598351,6.833053,9.338909,11.464116,245,73.877551,"('D-2020-05', '2020-09-24', 11.720902)",D,-5.86476,5,20,-2.051815,-4.378011,-11.211064,-2.051815,-11.390724,7.461312,2020,-13.035812,9.555324,5,1.275349,40.0,"('D-2020-02', '2020-02-27', -28.078653)"
-2.694542,15.185975,23.059837,26.721165,245,78.77551,"('D-2020-05', '2020-09-24', 30.507043)",D,-5.86476,5,40,-39.198638,0.599155,-14.58682,3.339515,-19.720322,7.461312,2020,-11.510674,10.214237,5,1.275349,60.0,"('D-2020-01', '2020-01-30', -29.554346)"
-2.694542,26.823805,32.501395,36.591799,245,83.265306,"('D-2020-05', '2020-09-24', 37.905117)",D,-5.86476,5,60,-39.198638,11.986272,-14.837533,15.03871,-17.462685,15.03871,2020,-5.056839,25.370684,5,1.275349,60.0,"('D-2020-01', '2020-01-30', -13.326312)"
-1.254456,1.038616,1.396265,2.602279,243,61.728395,"('A-2021-04', '2021-08-19', 8.922323)",A,,5,5,-3.526995,1.287201,0.248585,3.725683,2.329418,5.216175,2021,1.588747,4.138975,5,1.433145,80.0,"('A-2021-02', '2021-05-05', -11.939724)"
-2.028595,1.912081,2.530281,4.250385,243,66.666667,"('A-2021-01', '2021-01-28', 13.859891)",A,,5,10,-3.526995,6.418392,4.506311,10.751747,8.221466,10.799264,2021,2.801139,12.974114,5,1.433145,80.0,"('A-2021-02', '2021-05-05', -8.294931)"
-3.59998,3.316555,4.097446,7.879808,243,67.489712,"('A-2021-03', '2021-05-12', 14.985755)",A,,5,20,-3.526995,8.616269,5.299714,6.939938,2.842492,14.754098,2021,5.166339,12.931062,5,1.433145,100.0,"('A-2021-02', '2021-05-05', 3.058249)"
-5.944656,5.514741,5.150919,10.456694,243,74.074074,"('A-2021-03', '2021-05-12', 27.973508)",A,,5,40,-3.526995,15.157255,9.642514,10.305806,5.154887,16.93155,2021,9.615441,19.572678,5,1.433145,100.0,"('A-2021-04', '2021-08-19', 8.318841)"
-9.290543,7.042144,6.601435,12.306016,243,72.839506,"('A-2021-03', '2021-05-12', 26.546124)",A,,5,60,-3.526995,19.54948,12.507336,20.06692,13.465485,20.06692,2021,17.887887,24.49071,5,1.433145,100.0,"('A-2021-02', '2021-05-05', 8.75576)"
-1.254456,1.038616,1.396265,2.602279,243,61.728395,"('B-2021-02', '2021-08-19', 8.922323)",B,,3,5,-0.431086,1.598146,0.55953,0.338705,-1.05756,4.062788,2021,-2.063943,4.630514,3,0.976443,66.666667,"('B-2021-01', '2021-05-11', -4.466591)"
-2.028595,1.912081,2.530281,4.250385,243,66.666667,"('B-2021-02', '2021-08-19', 12.974114)",B,,3,10,-0.592315,6.773115,4.861034,6.347885,3.817604,6.347885,2021,3.672615,9.660999,3,0.976443,100.0,"('B-2021-01', '2021-05-11', 0.997346)"
-3.59998,3.316555,4.097446,7.879808,243,67.489712,"('B-2021-02', '2021-08-19', 12.931062)",B,,3,20,-0.592315,8.81677,5.500215,7.448165,3.350719,8.379186,2021,6.759624,10.189614,3,0.976443,100.0,"('B-2021-01', '2021-05-11', 6.071083)"
-5.944656,5.514741,5.150919,10.456694,243,74.074074,"('B-2021-01', '2021-05-11', 16.088427)",B,,3,40,-0.592315,11.958589,6.443848,11.468499,6.31758,17.866363,2021,9.89367,13.778463,3,0.976443,100.0,"('B-2021-02', '2021-08-19', 8.318841)"
